KEGG	line_number	Cluster	dendro_order	pathway
K08311	1861	1	2348	K08311: putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]
K01719	536	1	2349	K01719: uroporphyrinogen-III synthase [EC:4.2.1.75]
K00383	136	1	2350	K00383: glutathione reductase (NADPH) [EC:1.8.1.7]
K01919	627	1	2351	K01919: glutamate--cysteine ligase [EC:6.3.2.2]
K01963	654	1	2352	K01963: acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]
K02160	757	1	2353	K02160: acetyl-CoA carboxylase biotin carboxyl carrier protein
K07074	1675	1	2354	K07074: NO_NAME
K00101	41	1	2355	K00101: L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
K00982	331	1	2356	K00982: glutamate-ammonia-ligase adenylyltransferase
K07084	1681	1	2357	K07084: NO_NAME
K00832	260	1	2358	K00832: aromatic-amino-acid transaminase [EC:2.6.1.57]
K15977	2220	1	2359	K15977: NO_NAME
K01589	476	1	2360	K01589: 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
K00867	276	1	2361	K00867: type I pantothenate kinase [EC:2.7.1.33]
K07448	1770	1	2362	K07448: restriction system protein
K08369	1863	1	2363	K08369: MFS transporter, putative metabolite:H+ symporter
K01081	357	1	2364	K01081: 5'-nucleotidase [EC:3.1.3.5]
K07131	1703	1	2365	K07131: NO_NAME
K11206	2066	1	2366	K11206: trypanothione amidase [EC3.5.1.-]
K01011	343	1	2367	K01011: thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
K11183	2064	1	2368	K11183: phosphocarrier protein FPr
K21029	2404	1	2369	K21029: NO_NAME
K03387	1132	1	2370	K03387: alkyl hydroperoxide reductase subunit F
K01692	521	1	2371	K01692: enoyl-CoA hydratase [EC:4.2.1.17]
K02230	775	1	2372	K02230: cobaltochelatase CobN [EC:6.6.1.2]
K02303	787	1	2373	K02303: uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
K11071	2053	1	2374	K11071: spermidine/putrescine transport system permease protein
K01916	625	1	2375	K01916: NAD+ synthase [EC:6.3.1.5]
K04083	1395	1	2376	K04083: molecular chaperone Hsp33
K11072	2054	1	2377	K11072: spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]
K07444	1768	1	2378	K07444: putative N6-adenine-specific DNA methylase
K00364	128	1	2379	K00364: GMP reductase [EC:1.7.1.7]
K02244	782	1	2380	K02244: competence protein ComGB
K00226	76	1	2381	K00226: dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00674	209	1	2382	K00674: 2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:2.3.1.117]
K06193	1558	1	2383	K06193: PhnA protein
K09698	1923	1	2384	K09698: nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]
K14983	2194	1	2385	K14983: two-component system, OmpR family, response regulator CiaR
K07586	1802	1	2386	K07586: hypothetical protein
K01839	587	1	2387	K01839: phosphopentomutase [EC:5.4.2.7]
K03763	1323	1	2388	K03763: DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
K01479	441	1	2389	K01479: formiminoglutamase [EC:3.5.3.8]
K01271	408	1	2390	K01271: X-Pro dipeptidase
K00355	126	1	2391	K00355: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K21567	2424	1	2392	K21567: NO_NAME
K01274	410	1	2393	K01274: D-alanyl-D-alanine dipeptidase
K18987	2320	1	2394	K18987: two-component system, OmpR family, response regulator Irr
K01635	497	1	2395	K01635: tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]
K05823	1502	1	2396	K05823: N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]
K00158	59	1	2397	K00158: pyruvate oxidase [EC:1.2.3.3]
K07146	1708	1	2398	K07146: NO_NAME
K01819	582	1	2399	K01819: galactose-6-phosphate isomerase [EC:5.3.1.26]
K08987	1884	1	2400	K08987: putative membrane protein
K11145	2059	1	2401	K11145: ribonuclease III family protein
K06023	1529	1	2402	K06023: HPr kinase/phosphorylase
K01807	573	1	2403	K01807: ribose 5-phosphate isomerase A [EC:5.3.1.6]
K11209	2067	1	2404	K11209: GST-like protein
K12295	2107	1	2405	K12295: two-component system, AgrA family, response regulator ComE
K07533	1793	1	2406	K07533: foldase protein PrsA
K00105	44	1	2407	K00105: alpha-glycerophosphate oxidase [EC:1.1.3.21]
K03700	1293	1	2408	K03700: recombination protein U
K02243	781	1	2409	K02243: competence protein ComGA
K16511	2239	1	2410	K16511: NO_NAME
K00720	217	1	2411	K00720: ceramide glucosyltransferase [EC:2.4.1.80]
K02245	783	1	2412	K02245: competence protein ComGC
K12296	2108	1	2413	K12296: competence protein ComX
K02082	738	1	2414	K02082: tagatose-6-phosphate ketose/aldose isomerase
K12997	2128	1	2415	K12997: NO_NAME
K02191	764	1	2416	K02191: cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]
K09962	1986	1	2417	K09962: hypothetical protein
K01281	411	1	2418	K01281: X-Pro dipeptidyl-peptidase
K01200	384	1	2419	K01200: pullulanase
K05362	1454	1	2420	K05362: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]
K03471	1161	1	2421	K03471: ribonuclease HIII [EC:3.1.26.4]
K06286	1573	1	2422	K06286: septation ring formation regulator
K18692	2306	1	2423	K18692: NO_NAME
K09976	1989	1	2424	K09976: hypothetical protein
K02761	930	1	2425	K02761: PTS system, cellobiose-specific IIC component
K02759	928	1	2426	K02759: PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205]
K07481	1784	1	2427	K07481: transposase, IS5 family
K03495	1167	1	2428	K03495: glucose inhibited division protein A
K09861	1970	1	2429	K09861: hypothetical protein
K06920	1609	1	2430	K06920: 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
K14058	2171	1	2431	K14058: NO_NAME
K03071	1041	1	2432	K03071: preprotein translocase subunit SecB
K03571	1213	1	2433	K03571: rod shape-determining protein MreD
K00340	115	1	2434	K00340: NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]
K10914	2043	1	2435	K10914: CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
K19147	2342	1	2436	K19147: NO_NAME
K03312	1114	1	2437	K03312: glutamate:Na+ symporter, ESS family
K09940	1982	1	2438	K09940: hypothetical protein
K07160	1712	1	2439	K07160: NO_NAME
K01533	461	1	2440	K01533: Cu2+-exporting ATPase
K01644	500	1	2441	K01644: citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
K02042	707	1	2442	K02042: phosphonate transport system permease protein
K02041	706	1	2443	K02041: phosphonate transport system ATP-binding protein [EC:3.6.3.28]
K10974	2045	1	2444	K10974: cytosine permease
K00347	121	1	2445	K00347: Na+-transporting NADH:ubiquinone oxidoreductase subunit B
K00346	120	1	2446	K00346: Na+-transporting NADH:ubiquinone oxidoreductase subunit A
K00348	122	1	2447	K00348: Na+-transporting NADH:ubiquinone oxidoreductase subunit C
K00349	123	1	2448	K00349: Na+-transporting NADH:ubiquinone oxidoreductase subunit D
K09939	1981	1	2449	K09939: hypothetical protein
K16089	2229	1	2450	K16089: NO_NAME
K03269	1093	1	2451	K03269: UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
K09457	1914	1	2452	K09457: 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
K03781	1334	1	2453	K03781: catalase [EC:1.11.1.6]
K02123	755	1	2454	K02123: V/A-type H+/Na+-transporting ATPase subunit I
K09787	1947	1	2455	K09787: hypothetical protein
K09973	1987	1	2456	K09973: hypothetical protein
